"DeployID","Ptt","DepthSensor","Source","Instr","Count","Start","End","What","Number","Shape","DepthMin","DepthMax","DurationMin","DurationMax","Shallow","Deep","original"
"ZcTag060",171932,1,"Transmission","Mk10",5,1502990400,1503027380,"Message",8,"",NA,NA,36972,36988,NA,NA,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",5,1502990400,1502999074,"Surface",NA,"",NA,NA,8673,8675,280,8394,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",5,1502999074,1503002612,"Dive",1,"U",1600,1631,3537,3539,NA,NA,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",5,1503002612,1503005952,"Surface",NA,"",NA,NA,3339,3341,108,3232,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",5,1503005952,1503009872,"Dive",1,"U",1792,1823,3919,3921,NA,NA,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",5,1503009872,1503012726,"Surface",NA,"",NA,NA,2853,2855,92,2762,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",5,1503012726,1503017702,"Dive",1,"V",1792,1823,4975,4977,NA,NA,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",5,1503017702,1503021666,"Surface",NA,"",NA,NA,3963,3965,128,3836,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",5,1503021666,1503027380,"Dive",1,"V",1632,1663,5713,5715,NA,NA,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",6,1503027360,1503071586,"Message",8,"",NA,NA,44218,44234,NA,NA,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",6,1503027360,1503030064,"Surface",NA,"",NA,NA,2703,2705,87,2617,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",6,1503030064,1503034324,"Dive",1,"Square",1312,1343,4259,4261,NA,NA,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",6,1503034324,1503042136,"Surface",NA,"",NA,NA,7811,7813,252,7560,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",6,1503042136,1503046924,"Dive",1,"U",1472,1503,4787,4789,NA,NA,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",6,1503046924,1503055578,"Surface",NA,"",NA,NA,8653,8655,279,8375,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",6,1503055578,1503061000,"Dive",1,"U",1632,1663,5421,5423,NA,NA,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",6,1503061000,1503067122,"Surface",NA,"",NA,NA,6121,6123,197,5925,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",6,1503067122,1503071586,"Dive",1,"U",1472,1503,4463,4465,NA,NA,"portal"
"ZcTag060",171932,1,"Transmission","Mk10",6,1503071580,1503107032,"Message",8,"",NA,NA,35444,35460,NA,NA,"portal"
