"DeployID","Ptt","DepthSensor","Source","Instr","Count","Start","End","What","Number","Shape","DepthMin","DepthMax","DurationMin","DurationMax","Shallow","Deep","original"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",46,1533587280,1533621436,"Message",8,"",NA,NA,34148,34164,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",46,1533587280,1533591682,"Surface",NA,"",NA,NA,4401,4403,142,4260,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",46,1533591682,1533595430,"Dive",1,"Square",1344,1375,3747,3749,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",46,1533595430,1533599864,"Surface",NA,"",NA,NA,4433,4435,143,4291,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",46,1533599864,1533602994,"Dive",1,"U",1344,1375,3129,3131,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",46,1533602994,1533610284,"Surface",NA,"",NA,NA,7289,7291,235,7055,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",46,1533610284,1533614006,"Dive",1,"U",1760,1791,3721,3723,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",46,1533614006,1533618166,"Surface",NA,"",NA,NA,4159,4161,134,4026,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",46,1533618166,1533621436,"Dive",1,"Square",1152,1183,3269,3271,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",19,1533621420,1533663632,"Message",8,"",NA,NA,42204,42220,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",19,1533621420,1533625476,"Surface",NA,"",NA,NA,4055,4057,131,3925,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",19,1533625476,1533628410,"Dive",1,"U",1472,1503,2933,2935,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",19,1533628410,1533634656,"Surface",NA,"",NA,NA,6245,6247,201,6045,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",19,1533634656,1533638166,"Dive",1,"U",1408,1439,3509,3511,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",19,1533638166,1533648744,"Surface",NA,"",NA,NA,10577,10579,341,10237,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",19,1533648744,1533652654,"Dive",1,"Square",1152,1183,3909,3911,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",19,1533652654,1533659578,"Surface",NA,"",NA,NA,6923,6925,223,6701,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",19,1533659578,1533663632,"Dive",1,"Square",1280,1311,4053,4055,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",15,1533663660,1533712208,"Message",8,"",NA,NA,48540,48556,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",15,1533663660,1533673484,"Surface",NA,"",NA,NA,9823,9825,317,9507,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",15,1533673484,1533677652,"Dive",1,"U",1376,1407,4167,4169,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",15,1533677652,1533685962,"Surface",NA,"",NA,NA,8309,8311,268,8042,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",15,1533685962,1533690376,"Dive",1,"U",1504,1535,4413,4415,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",15,1533690376,1533700896,"Surface",NA,"",NA,NA,10519,10521,339,10181,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",15,1533700896,1533705156,"Dive",1,"Square",1440,1471,4259,4261,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",15,1533705156,1533709044,"Surface",NA,"",NA,NA,3887,3889,125,3763,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",15,1533709044,1533712208,"Dive",1,"Square",1440,1471,3163,3165,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533712200,1533754992,"Message",8,"",NA,NA,42784,42800,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533712200,1533719750,"Surface",NA,"",NA,NA,7549,7551,244,7306,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533719750,1533723376,"Dive",1,"U",1440,1471,3625,3627,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533723376,1533727816,"Surface",NA,"",NA,NA,4439,4441,143,4297,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533727816,1533731314,"Dive",1,"Square",1184,1215,3497,3499,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533731314,1533737474,"Surface",NA,"",NA,NA,6159,6161,199,5961,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533737474,1533741270,"Dive",1,"U",1280,1311,3795,3797,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533741270,1533750298,"Surface",NA,"",NA,NA,9027,9029,291,8737,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533750298,1533754992,"Dive",1,"U",1376,1407,4693,4695,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533754980,1533797554,"Message",8,"",NA,NA,42566,42582,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533754980,1533760936,"Surface",NA,"",NA,NA,5955,5957,192,5764,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533760936,1533765084,"Dive",1,"Square",1280,1311,4147,4149,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533765084,1533773084,"Surface",NA,"",NA,NA,7999,8001,258,7742,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533773084,1533777000,"Dive",1,"U",1440,1471,3915,3917,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533777000,1533782922,"Surface",NA,"",NA,NA,5921,5923,191,5731,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533782922,1533787778,"Dive",1,"U",1408,1439,4855,4857,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533787778,1533794342,"Surface",NA,"",NA,NA,6563,6565,212,6352,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533794342,1533797554,"Dive",1,"U",1600,1631,3211,3213,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",9,1533797520,1533844300,"Message",8,"",NA,NA,46772,46788,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",9,1533797520,1533802836,"Surface",NA,"",NA,NA,5315,5317,171,5145,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",9,1533802836,1533807092,"Dive",1,"U",1472,1503,4255,4257,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",9,1533807092,1533817876,"Surface",NA,"",NA,NA,10783,10785,348,10436,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",9,1533817876,1533821898,"Dive",1,"Square",1440,1471,4021,4023,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",9,1533821898,1533833432,"Surface",NA,"",NA,NA,11533,11535,372,11162,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",9,1533833432,1533838490,"Dive",1,"U",1216,1247,5057,5059,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",9,1533838490,1533842206,"Surface",NA,"",NA,NA,3715,3717,120,3596,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",9,1533842206,1533844300,"Dive",1,"U",476,483,2093,2095,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",12,1533844320,1533881494,"Message",9,"",NA,NA,37165,37183,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",12,1533844320,1533848302,"Surface",NA,"",NA,NA,3981,3983,128,3854,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",12,1533848302,1533852882,"Dive",1,"U",1280,1311,4579,4581,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",12,1533852882,1533854646,"Surface",NA,"",NA,NA,1763,1765,57,1707,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",12,1533854646,1533857082,"Dive",1,"Square",568,583,2435,2437,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",12,1533857082,1533860424,"Surface",NA,"",NA,NA,3341,3343,108,3234,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",12,1533860424,1533866800,"Dive",1,"Square",1376,1407,6375,6377,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",12,1533866800,1533879348,"Surface",NA,"",NA,NA,12547,12549,405,12143,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",12,1533879348,1533881374,"Dive",1,"U",520,535,2025,2027,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",12,1533881374,1533881494,"Surface",NA,"",NA,NA,119,121,23,97,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533881460,1533918612,"Message",8,"",NA,NA,37144,37160,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533881460,1533883566,"Dive",1,"Square",632,647,2105,2107,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533883566,1533885818,"Surface",NA,"",NA,NA,2251,2253,73,2179,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533885818,1533890542,"Dive",1,"U",1312,1343,4723,4725,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533890542,1533898288,"Surface",NA,"",NA,NA,7745,7747,250,7496,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533898288,1533900288,"Dive",1,"U",332,339,1999,2001,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533900288,1533903342,"Surface",NA,"",NA,NA,3053,3055,99,2955,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533903342,1533908790,"Dive",1,"Square",1536,1567,5447,5449,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",10,1533908790,1533918612,"Surface",NA,"",NA,NA,9821,9823,317,9505,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",7,1533918660,1533962096,"Message",8,"",NA,NA,43428,43444,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",7,1533918660,1533923576,"Dive",1,"U",1408,1439,4915,4917,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",7,1533923576,1533931024,"Surface",NA,"",NA,NA,7447,7449,240,7208,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",7,1533931024,1533935254,"Dive",1,"U",1216,1247,4229,4231,NA,NA,"portal"
"ZcTag078_DUML",173073,1,"Transmission","Mk10",7,1533935254,1533940168,"Surface",NA,"",NA,NA,4913,4915,159,4755,"portal"
