"DeployID","Ptt","DepthSensor","Source","Instr","Count","Start","End","What","Number","Shape","DepthMin","DepthMax","DurationMin","DurationMax","Shallow","Deep","original"
"ZcTag070",171948,1,"Transmission","Mk10",4,1527255180,1527269894,"Message",9,"",NA,NA,14705,14723,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",4,1527255180,1527257588,"Dive",1,"Square",452,459,2407,2409,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",4,1527257588,1527257690,"Surface",NA,"",NA,NA,101,103,13,89,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",4,1527257690,1527260110,"Dive",1,"Square",520,535,2419,2421,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",4,1527260110,1527260212,"Surface",NA,"",NA,NA,101,103,13,89,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",4,1527260212,1527262520,"Dive",1,"Square",388,395,2307,2309,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",4,1527262520,1527264472,"Surface",NA,"",NA,NA,1951,1953,63,1889,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",4,1527264472,1527266602,"Dive",1,"U",492,503,2129,2131,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",4,1527266602,1527266714,"Surface",NA,"",NA,NA,111,113,14,98,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",4,1527266714,1527269894,"Dive",1,"U",584,599,3179,3181,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",2,1527372900,1527403600,"Message",9,"",NA,NA,30691,30709,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",2,1527372900,1527374966,"Surface",NA,"",NA,NA,2065,2067,67,1999,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",2,1527374966,1527378764,"Dive",1,"U",1856,1887,3797,3799,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",2,1527378764,1527384688,"Surface",NA,"",NA,NA,5923,5925,191,5733,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",2,1527384688,1527388192,"Dive",1,"U",1504,1535,3503,3505,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",2,1527388192,1527392412,"Surface",NA,"",NA,NA,4219,4221,136,4084,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",2,1527392412,1527395764,"Dive",1,"Square",1216,1247,3351,3353,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",2,1527395764,1527397738,"Surface",NA,"",NA,NA,1973,1975,64,1910,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",2,1527397738,1527399784,"Dive",1,"U",904,919,2045,2047,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",2,1527399784,1527403600,"Surface",NA,"",NA,NA,3815,3817,123,3693,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527403620,1527444874,"Message",8,"",NA,NA,41246,41262,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527403620,1527406680,"Dive",1,"U",1184,1215,3059,3061,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527406680,1527413720,"Surface",NA,"",NA,NA,7039,7041,227,6813,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527413720,1527417214,"Dive",1,"Square",1088,1119,3493,3495,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527417214,1527422828,"Surface",NA,"",NA,NA,5613,5615,181,5433,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527422828,1527426556,"Dive",1,"U",1152,1183,3727,3729,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527426556,1527432496,"Surface",NA,"",NA,NA,5939,5941,192,5748,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527432496,1527436002,"Dive",1,"U",1184,1215,3505,3507,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527436002,1527444874,"Surface",NA,"",NA,NA,8871,8873,286,8586,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527444840,1527476654,"Message",8,"",NA,NA,31806,31822,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527444840,1527448748,"Dive",1,"Square",1280,1311,3907,3909,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527448748,1527454096,"Surface",NA,"",NA,NA,5347,5349,173,5175,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527454096,1527457172,"Dive",1,"U",1056,1087,3075,3077,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527457172,1527459166,"Surface",NA,"",NA,NA,1993,1995,64,1930,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527459166,1527462184,"Dive",1,"U",1120,1151,3017,3019,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527462184,1527468006,"Surface",NA,"",NA,NA,5821,5823,188,5634,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527468006,1527471450,"Dive",1,"Square",1120,1151,3443,3445,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",1,1527471450,1527476654,"Surface",NA,"",NA,NA,5203,5205,168,5036,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",3,1527476640,1527512546,"Message",8,"",NA,NA,35898,35914,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",3,1527476640,1527479896,"Dive",1,"Square",1088,1119,3255,3257,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",3,1527479896,1527487358,"Surface",NA,"",NA,NA,7461,7463,241,7221,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",3,1527487358,1527490600,"Dive",1,"U",1216,1247,3241,3243,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",3,1527490600,1527497102,"Surface",NA,"",NA,NA,6501,6503,210,6292,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",3,1527497102,1527500796,"Dive",1,"U",1152,1183,3693,3695,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",3,1527500796,1527504340,"Surface",NA,"",NA,NA,3543,3545,114,3430,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",3,1527504340,1527507898,"Dive",1,"Square",1120,1151,3557,3559,NA,NA,"portal"
"ZcTag070",171948,1,"Transmission","Mk10",3,1527507898,1527512546,"Surface",NA,"",NA,NA,4647,4649,150,4498,"portal"
