"DeployID","Ptt","DepthSensor","Source","Instr","Count","Start","End","What","Number","Shape","DepthMin","DepthMax","DurationMin","DurationMax","Shallow","Deep","original"
"ZcTag067",171169,1,"Transmission","Mk10",3,1504536780,1504586552,"Message",8,"",NA,NA,49764,49780,NA,NA,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",3,1504536780,1504543242,"Surface",NA,"",NA,NA,6461,6463,208,6254,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",3,1504543242,1504547988,"Dive",1,"Square",1088,1119,4745,4747,NA,NA,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",3,1504547988,1504553268,"Surface",NA,"",NA,NA,5279,5281,170,5110,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",3,1504553268,1504557954,"Dive",1,"U",1088,1119,4685,4687,NA,NA,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",3,1504557954,1504570590,"Surface",NA,"",NA,NA,12635,12637,408,12228,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",3,1504570590,1504575608,"Dive",1,"Square",1152,1183,5017,5019,NA,NA,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",3,1504575608,1504581684,"Surface",NA,"",NA,NA,6075,6077,196,5880,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",3,1504581684,1504586552,"Dive",1,"Square",1056,1087,4867,4869,NA,NA,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",2,1504586520,1504632100,"Message",8,"",NA,NA,45572,45588,NA,NA,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",2,1504586520,1504594882,"Surface",NA,"",NA,NA,8361,8363,270,8092,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",2,1504594882,1504599396,"Dive",1,"U",1376,1407,4513,4515,NA,NA,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",2,1504599396,1504600276,"Surface",NA,"",NA,NA,879,881,28,852,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",2,1504600276,1504602368,"Dive",1,"U",680,695,2091,2093,NA,NA,"portal"
"ZcTag067",171169,1,"Transmission","Mk10",2,1504602368,1504607564,"Surface",NA,"",NA,NA,5195,5197,168,5028,"portal"
