"hex","date","datenum","gonio_bearing_deg","strength_db","platform","ptt","DeployID","lon","lat","boat_bearing_deg","boat_speed_kph","gps_gonio_time_difference_s"
"D7914F2","2017-05-10 14:18:45",1494425925,61,-76,"barber",145103,"GmTag172",-74.7266767,35.5528567,195.990225910516,2.53121679781582,-0.644999980926514
"D7914F2","2017-05-10 14:19:19",1494425959,315,-75,"barber",145103,"GmTag172",-74.7270206641406,35.5535370390862,354.845323142626,16.2550154410113,0
"D7914F2","2017-05-10 14:20:28",1494426028,283,-52,"barber",145103,"GmTag172",-74.7273533,35.5552183,355.016538983707,8.63225220707455,-0.0780000686645508
"D7914F2","2017-05-10 14:22:43",1494426163,356,-51,"barber",145103,"GmTag172",-74.7269967,35.557885,22.1116621120355,10.1686675078921,0.217999935150146
"D7914F2","2017-05-10 14:24:57",1494426297,112,-78,"barber",145103,"GmTag172",-74.7268783,35.5585767,323.80322083417,2.49988201482352,-3.87800002098083
"D7914F2","2017-05-10 14:39:38",1494427178,106,-102,"barber",145103,"GmTag172",-74.7312143817544,35.5614298582077,268.875404577002,9.3063663890366,-1
"D7914F2","2017-05-10 14:40:08",1494427208,100,-103,"barber",145103,"GmTag172",-74.7317017,35.5614033,267.600906249844,11.5715557329718,0.502000093460083
"D7914F2","2017-05-10 14:40:38",1494427238,127,-101,"barber",145103,"GmTag172",-74.732845,35.5614767,274.789935810791,12.2732064953004,1.03399991989136
"D7914F2","2017-05-10 14:41:18",1494427278,113,-105,"barber",145103,"GmTag172",-74.7348824702203,35.5616125836968,273.858253931118,12.0853457293255,-1
"D7914F2","2017-05-10 14:41:50",1494427310,103,-113,"barber",145103,"GmTag172",-74.7354633,35.561635,274.220826910524,12.2530052475199,-1.07500004768372
"D7914F2","2017-05-10 14:42:20",1494427340,125,-107,"barber",145103,"GmTag172",-74.7366083,35.5617033,272.020290551333,12.3101334596965,-0.413000106811523
"D7914F2","2017-05-10 14:42:55",1494427375,122,-110,"barber",145103,"GmTag172",-74.7379017,35.5617533,271.620432729563,12.1845646105105,-0.913000106811523
"D7914F2","2017-05-10 14:43:28",1494427408,119,-107,"barber",145103,"GmTag172",-74.7391617,35.561835,275.299299485195,12.3665343229743,-0.46399998664856
"D7914F2","2017-05-10 14:44:05",1494427445,125,-111,"barber",145103,"GmTag172",-74.7405383,35.56194,271.041091980303,12.196295636946,-1.22399997711182
"D7914F2","2017-05-10 14:44:36",1494427476,130,-108,"barber",145103,"GmTag172",-74.7417717,35.56203,274.154087509538,12.4161115686308,0.351999998092651
"D7914F2","2017-05-10 14:45:12",1494427512,142,-110,"barber",145103,"GmTag172",-74.7431567,35.5620933,273.102483726942,12.4601586684666,0.733999967575073
"D7914F2","2017-05-10 14:45:55",1494427555,139,-116,"barber",145103,"GmTag172",-74.744725,35.56213,275.018061294225,12.3689066543774,-1.23200011253357
"D7914F2","2017-05-10 14:46:28",1494427588,123,-112,"barber",145103,"GmTag172",-74.7463868837804,35.5622074473649,270.780070387552,12.0517575128062,-1
