"hex","date","datenum","gonio_bearing_deg","strength_db","platform","ptt","DeployID","lon","lat","boat_bearing_deg","boat_speed_kph","gps_gonio_time_difference_s"
"6694B35","2020-07-14 17:36:01",1594748161,11,-88,"barber",180771,"ZcTag098_DUML",-74.749825,35.7659633,0,0,8.75399994850159
"6694B35","2020-07-14 17:36:16",1594748176,32,-82,"barber",180771,"ZcTag098_DUML",-74.749825,35.7659633,0,0,-6.24600005149841
"6694B35","2020-07-14 17:36:59",1594748219,36,-66,"barber",180771,"ZcTag098_DUML",-74.7516233,35.7648117,234.489106956829,23.6641506707378,-1.21099996566772
"6694B35","2020-07-14 17:55:52",1594749352,160,-87,"barber",180771,"ZcTag098_DUML",-74.7523717,35.7593517,0,0,7.99300003051758
"6694B35","2020-07-14 17:56:08",1594749368,33,-92,"barber",180771,"ZcTag098_DUML",-74.7525683,35.7594767,308.079446139692,5.82837056546454,5.91300010681152
"6694B35","2020-07-14 17:56:28",1594749388,329,-95,"barber",180771,"ZcTag098_DUML",-74.7521317,35.7602833,31.4712145056059,33.9361510270413,-0.216000080108643
"6694B35","2020-07-14 17:56:43",1594749403,326,-84,"barber",180771,"ZcTag098_DUML",-74.7511883,35.76158,30.2683263257642,41.1665697704128,0.200000047683716
"6694B35","2020-07-14 17:56:58",1594749418,14,0,"barber",180771,"ZcTag098_DUML",-74.7502883,35.7627667,31.996311203975,30.7462351585626,-0.140000104904175
"6694B35","2020-07-14 18:19:31",1594750771,78,-85,"barber",180771,"ZcTag098_DUML",-74.7448933,35.7624283,286.870965563024,4.13197365130277,-3.11299991607666
"6694B35","2020-07-14 18:19:47",1594750787,8,-88,"barber",180771,"ZcTag098_DUML",-74.7451233,35.7624017,260.048868220497,4.65138090509743,-1.84200000762939
"6694B35","2020-07-14 18:20:02",1594750802,340,-79,"barber",180771,"ZcTag098_DUML",-74.745575,35.7628717,342.587267602645,23.535228602063,1.18799996376038
"6694B35","2020-07-14 18:20:33",1594750833,351,-75,"barber",180771,"ZcTag098_DUML",-74.7461817,35.7644367,341.897676782686,19.0146087215865,0.459000110626221
"6694B35","2020-07-14 18:20:33",1594750833,351,-75,"barber",180771,"ZcTag098_DUML",-74.7461817,35.7644367,341.897676782686,19.0146087215865,0.459000110626221
"6694B35","2020-07-14 18:41:03",1594752063,22,-71,"barber",180771,"ZcTag098_DUML",-74.7439483,35.7657983,327.561131540736,3.52466520171418,2.21700000762939
"6694B35","2020-07-14 18:41:17",1594752077,21,-72,"barber",180771,"ZcTag098_DUML",-74.7440367,35.7658883,321.445625900318,4.46367066024238,-1.46199989318848
"6694B35","2020-07-14 18:41:33",1594752093,34,-64,"barber",180771,"ZcTag098_DUML",-74.7443683,35.7662133,327.156928873579,11.9947851630425,-0.635999917984009
"6694B35","2020-07-14 18:41:47",1594752107,359,-57,"barber",180771,"ZcTag098_DUML",-74.74469,35.76658,325.33625484675,11.6370364605013,0.851000070571899
"6694B35","2020-07-14 18:56:06",1594752966,163,-100,"barber",180771,"ZcTag098_DUML",-74.7344083,35.7749433,49.0779515302089,9.39839689384443,-1.7260000705719
"6694B35","2020-07-14 18:56:20",1594752980,154,-101,"barber",180771,"ZcTag098_DUML",-74.7340417,35.77516,54.632615351966,9.59017946346414,-0.240999937057495
"6694B35","2020-07-14 18:56:53",1594753013,226,-108,"barber",180771,"ZcTag098_DUML",-74.7336317,35.7758133,352.183764442425,8.73412022693944,0.0859999656677246
