"DeployID","Ptt","DepthSensor","Source","Instr","Day","Time","LocationQuality","Latitude","Longitude","Depth","DRange","Temperature","TRange","Activity","ARange","Date","original"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","13:25:00",NA,NA,NA,285,26,NA,NA,NA,NA,1659705900,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","13:30:00",NA,NA,NA,351,49,NA,NA,NA,NA,1659706200,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","13:35:00",NA,NA,NA,351,49,NA,NA,NA,NA,1659706500,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","13:40:00",NA,NA,NA,6,6,NA,NA,NA,NA,1659706800,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","13:45:00",NA,NA,NA,351,49,NA,NA,NA,NA,1659707100,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","13:50:00",NA,NA,NA,526,51.5,NA,NA,NA,NA,1659707400,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","13:55:00",NA,NA,NA,614,53,NA,NA,NA,NA,1659707700,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:00:00",NA,NA,NA,526,51.5,NA,NA,NA,NA,1659708000,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:05:00",NA,NA,NA,351,49,NA,NA,NA,NA,1659708300,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:10:00",NA,NA,NA,6,6,NA,NA,NA,NA,1659708600,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:15:00",NA,NA,NA,285,26,NA,NA,NA,NA,1659708900,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:20:00",NA,NA,NA,351,49,NA,NA,NA,NA,1659709200,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:25:00",NA,NA,NA,438,50.5,NA,NA,NA,NA,1659709500,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:30:00",NA,NA,NA,241,25.5,NA,NA,NA,NA,1659709800,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:35:00",NA,NA,NA,99,13,NA,NA,NA,NA,1659710100,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:40:00",NA,NA,NA,241,25.5,NA,NA,NA,NA,1659710400,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:45:00",NA,NA,NA,55,12,NA,NA,NA,NA,1659710700,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:50:00",NA,NA,NA,285,26,NA,NA,NA,NA,1659711000,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","14:55:00",NA,NA,NA,285,26,NA,NA,NA,NA,1659711300,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","15:00:00",NA,NA,NA,6,6,NA,NA,NA,NA,1659711600,"portal"
"ZcTag133_DUML",220731,1,"Transmission","Mk10","05-Aug-2022","15:05:00",NA,NA,NA,285,26,NA,NA,NA,NA,1659711900,"portal"
