"DeployID","Ptt","DepthSensor","Source","Instr","Day","Time","LocationQuality","Latitude","Longitude","Depth","DRange","Temperature","TRange","Activity","ARange","Date","original"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","15:15:00",NA,NA,NA,19,18.5,NA,NA,NA,NA,1659539700,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","15:20:00",NA,NA,NA,506,79.5,NA,NA,NA,NA,1659540000,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","15:25:00",NA,NA,NA,1155,160.5,NA,NA,NA,NA,1659540300,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","15:30:00",NA,NA,NA,1443,164.5,NA,NA,NA,NA,1659540600,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","15:35:00",NA,NA,NA,2019,172.5,NA,NA,NA,NA,1659540900,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","15:40:00",NA,NA,NA,2019,172.5,NA,NA,NA,NA,1659541200,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","15:45:00",NA,NA,NA,1731,168.5,NA,NA,NA,NA,1659541500,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","15:50:00",NA,NA,NA,1443,164.5,NA,NA,NA,NA,1659541800,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","15:55:00",NA,NA,NA,1155,160.5,NA,NA,NA,NA,1659542100,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","16:00:00",NA,NA,NA,714,62,NA,NA,NA,NA,1659542400,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","16:05:00",NA,NA,NA,495,60,NA,NA,NA,NA,1659542700,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","16:10:00",NA,NA,NA,247,30.5,NA,NA,NA,NA,1659543000,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","16:15:00",NA,NA,NA,14,14,NA,NA,NA,NA,1659543300,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","16:20:00",NA,NA,NA,192,29.5,NA,NA,NA,NA,1659543600,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","16:25:00",NA,NA,NA,385,59,NA,NA,NA,NA,1659543900,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","16:30:00",NA,NA,NA,385,59,NA,NA,NA,NA,1659544200,"portal"
"ZcTag131_DUML",220734,1,"Transmission","Mk10","03-Aug-2022","16:35:00",NA,NA,NA,192,29.5,NA,NA,NA,NA,1659544500,"portal"
