"DeployID","Ptt","DepthSensor","Source","Instr","Day","Time","LocationQuality","Latitude","Longitude","Depth","DRange","Temperature","TRange","Activity","ARange","Date","original"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","14:15:00",NA,NA,NA,243,30,NA,NA,NA,NA,1656598500,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","14:20:00",NA,NA,NA,701,61,NA,NA,NA,NA,1656598800,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","14:25:00",NA,NA,NA,486,59,NA,NA,NA,NA,1656599100,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","14:30:00",NA,NA,NA,378,58,NA,NA,NA,NA,1656599400,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","14:35:00",NA,NA,NA,378,58,NA,NA,NA,NA,1656599700,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","14:40:00",NA,NA,NA,189,29,NA,NA,NA,NA,1656600000,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","14:45:00",NA,NA,NA,40,14.5,NA,NA,NA,NA,1656600300,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","14:50:00",NA,NA,NA,378,58,NA,NA,NA,NA,1656600600,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","14:55:00",NA,NA,NA,486,59,NA,NA,NA,NA,1656600900,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","15:00:00",NA,NA,NA,378,58,NA,NA,NA,NA,1656601200,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","15:05:00",NA,NA,NA,189,29,NA,NA,NA,NA,1656601500,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","15:10:00",NA,NA,NA,14,14,NA,NA,NA,NA,1656601800,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","15:15:00",NA,NA,NA,40,14.5,NA,NA,NA,NA,1656602100,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","15:20:00",NA,NA,NA,486,59,NA,NA,NA,NA,1656602400,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","15:25:00",NA,NA,NA,863,116.5,NA,NA,NA,NA,1656602700,"portal"
"ZcTag130_DUML",201588,1,"Transmission","Mk10","30-Jun-2022","15:30:00",NA,NA,NA,1294,120.5,NA,NA,NA,NA,1656603000,"portal"
