"DeployID","Ptt","Instr","Date","Type","Quality","Latitude","Longitude","Error.radius","Error.Semi.major.axis","Error.Semi.minor.axis","Error.Ellipse.orientation","Offset","Offset.orientation","GPE.MSD","GPE.U","Count","Comment","originaldate"
"ZcTag066",171930,"Mk10",1504556067,"Argos","0",35.5891,-74.599,6682,233769,191,88,NA,NA,NA,NA,NA,"","20:14:27 04-Sep-2017"
"ZcTag066",171930,"Mk10",1504558728,"Argos","A",35.7079,-73.7478,87150,NA,NA,NA,NA,NA,NA,NA,NA,"","20:58:48 04-Sep-2017"
"ZcTag066",171930,"Mk10",1504562845,"Argos","0",28.2071,-39.8069,4740,70203,320,116,NA,NA,NA,NA,NA,"Speed to avg loc 56 x median","22:07:25 04-Sep-2017"
"ZcTag066",171930,"Mk10",1504564856,"Argos","Z",36.912,-74.2924,341499,NA,NA,NA,NA,NA,NA,NA,NA,"Lat > 4 deviations from mean","22:40:56 04-Sep-2017"
"ZcTag066",171930,"Mk10",1504567056,"Argos","Z",35.3195,-77.2631,241938,NA,NA,NA,NA,NA,NA,NA,NA,"Lon > 4 deviations from mean","23:17:36 04-Sep-2017"
"ZcTag066",171930,"Mk10",1504569020,"Argos","0",35.8125,-74.7609,2963,20244,433,33,NA,NA,NA,NA,NA,"","23:50:20 04-Sep-2017"
"ZcTag066",171930,"Mk10",1504570557,"Argos","A",35.4003,-74.7866,1478,29190,74,90,NA,NA,NA,NA,NA,"","00:15:57 05-Sep-2017"
"ZcTag066",171930,"Mk10",1504575989,"Argos","0",35.4284,-75.2127,12131,316494,465,83,NA,NA,NA,NA,NA,"","01:46:29 05-Sep-2017"
"ZcTag066",171930,"Mk10",1504578547,"Argos","0",36.3058,-73.9295,75987,NA,NA,NA,NA,NA,NA,NA,NA,"Lat > 4 deviations from mean","02:29:07 05-Sep-2017"
"ZcTag066",171930,"Mk10",1504600192,"Argos","B",34.8835,-76.163,6629,99268,442,31,NA,NA,NA,NA,NA,"Lat > 4 deviations from mean","08:29:52 05-Sep-2017"
"ZcTag066",171930,"Mk10",1504609689,"Argos","0",35.654,-74.7814,3665,63232,212,93,NA,NA,NA,NA,NA,"","11:08:09 05-Sep-2017"
"ZcTag066",171930,"Mk10",1504614627,"Argos","0",35.5013,-74.3719,7660,142161,412,112,NA,NA,NA,NA,NA,"","12:30:27 05-Sep-2017"
"ZcTag066",171930,"Mk10",1504617762,"Argos","Z",35.6459,-74.8708,156949,NA,NA,NA,NA,NA,NA,NA,NA,"","13:22:42 05-Sep-2017"
"ZcTag066",171930,"Mk10",1504623262,"Argos","B",35.4614,-74.026,10212,762320,136,105,NA,NA,NA,NA,NA,"","14:54:22 05-Sep-2017"
"ZcTag066",171930,"Mk10",1504641554,"Argos","0",35.6424,-74.4372,2155,32167,144,78,NA,NA,NA,NA,NA,"","19:59:14 05-Sep-2017"
"ZcTag066",171930,"Mk10",1504649460,"Argos","0",35.5624,-74.6882,1688,8289,343,145,NA,NA,NA,NA,NA,"","22:11:00 05-Sep-2017"
"ZcTag066",171930,"Mk10",1504653467,"Argos","0",35.6122,-74.8257,16612,NA,NA,NA,NA,NA,NA,NA,NA,"","23:17:47 05-Sep-2017"
"ZcTag066",171930,"Mk10",1504658928,"Argos","Z",35.3534,-74.5793,16704,352087,792,108,NA,NA,NA,NA,NA,"","00:48:48 06-Sep-2017"
"ZcTag066",171930,"Mk10",1504659589,"Argos","B",35.5657,-74.7971,7450,144044,385,104,NA,NA,NA,NA,NA,"","00:59:49 06-Sep-2017"
"ZcTag066",171930,"Mk10",1504664402,"Argos","Z",30.2802,-85.3244,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lat > 4 deviations from mean","02:20:02 06-Sep-2017"
"ZcTag066",171930,"Mk10",1504686275,"Argos","A",35.4322,-74.6777,545,1390,213,155,NA,NA,NA,NA,NA,"","08:24:35 06-Sep-2017"
"ZcTag066",171930,"Mk10",1504692448,"Argos","0",35.6855,-74.9332,6943,145953,330,129,NA,NA,NA,NA,NA,"","10:07:28 06-Sep-2017"
"ZcTag066",171930,"Mk10",1504693464,"Argos","B",35.5481,-74.7322,3226,131204,79,57,NA,NA,NA,NA,NA,"","10:24:24 06-Sep-2017"
"ZcTag066",171930,"Mk10",1504694104,"Argos","Z",35.5901,-74.5453,9802,NA,NA,NA,NA,NA,NA,NA,NA,"","10:35:04 06-Sep-2017"
"ZcTag066",171930,"Mk10",1504699679,"Argos","A",35.574,-74.7578,40145,313719,5137,65,NA,NA,NA,NA,NA,"","12:07:59 06-Sep-2017"
"ZcTag066",171930,"Mk10",1504711646,"Argos","0",35.5764,-74.8219,3688,18949,717,78,NA,NA,NA,NA,NA,"","15:27:26 06-Sep-2017"
"ZcTag066",171930,"Mk10",1504727384,"Argos","1",35.5326,-74.6856,1099,7572,159,82,NA,NA,NA,NA,NA,"","19:49:44 06-Sep-2017"
"ZcTag066",171930,"Mk10",1504738003,"Argos","2",35.5037,-74.8106,457,2004,104,120,NA,NA,NA,NA,NA,"","22:46:43 06-Sep-2017"
"ZcTag066",171930,"Mk10",1504743944,"Argos","B",35.5499,-74.8774,9553,126272,722,136,NA,NA,NA,NA,NA,"","00:25:44 07-Sep-2017"
"ZcTag066",171930,"Mk10",1504744585,"Argos","Z",35.4823,-74.9343,275353,NA,NA,NA,NA,NA,NA,NA,NA,"","00:36:25 07-Sep-2017"
