"DeployID","Ptt","Instr","Date","Type","Quality","Latitude","Longitude","Error.radius","Error.Semi.major.axis","Error.Semi.minor.axis","Error.Ellipse.orientation","Offset","Offset.orientation","GPE.MSD","GPE.U","Count","Comment","originaldate"
"ZcTag067",171169,"Mk10",1504538050,"Argos","0",35.5938,-74.5514,3491,59917,203,103,NA,NA,NA,NA,NA,"","15:14:10 04-Sep-2017"
"ZcTag067",171169,"Mk10",1504549653,"Argos","B",35.6757,-73.4967,61346,NA,NA,NA,NA,NA,NA,NA,NA,"","18:27:33 04-Sep-2017"
"ZcTag067",171169,"Mk10",1504563021,"Argos","0",35.8543,-74.8348,5902,74339,468,140,NA,NA,NA,NA,NA,"","22:10:21 04-Sep-2017"
"ZcTag067",171169,"Mk10",1504564581,"Argos","0",35.5127,-74.7484,1645,18876,143,90,NA,NA,NA,NA,NA,"","22:36:21 04-Sep-2017"
"ZcTag067",171169,"Mk10",1504567237,"Argos","0",35.4955,-74.7872,1606,9633,267,49,NA,NA,NA,NA,NA,"","23:20:37 04-Sep-2017"
"ZcTag067",171169,"Mk10",1504600267,"Argos","Z",34.2624,-88.8627,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lat > 4 deviations from mean","08:31:07 05-Sep-2017"
"ZcTag067",171169,"Mk10",1504606436,"Argos","B",35.6611,-74.9268,245038,NA,NA,NA,NA,NA,NA,NA,NA,"","10:13:56 05-Sep-2017"
"ZcTag067",171169,"Mk10",1504614562,"Argos","Z",35.4723,-74.2301,367321,NA,NA,NA,NA,NA,NA,NA,NA,"","12:29:22 05-Sep-2017"
"ZcTag067",171169,"Mk10",1504620374,"Argos","B",35.6357,-74.2179,65333,NA,NA,NA,NA,NA,NA,NA,NA,"","14:06:14 05-Sep-2017"
"ZcTag067",171169,"Mk10",1504659040,"Argos","B",35.5471,-74.7024,66748,NA,NA,NA,NA,NA,NA,NA,NA,"","00:50:40 06-Sep-2017"
"ZcTag067",171169,"Mk10",1504686110,"Argos","A",35.5492,-75.6667,195427,NA,NA,NA,NA,NA,NA,NA,NA,"","08:21:50 06-Sep-2017"
"ZcTag067",171169,"Mk10",1504688117,"Argos","B",35.5886,-74.7522,113143,NA,NA,NA,NA,NA,NA,NA,NA,"","08:55:17 06-Sep-2017"
"ZcTag067",171169,"Mk10",1504727195,"Argos","Z",34.4398,-79.6136,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lat > 4 deviations from mean","19:46:35 06-Sep-2017"
"ZcTag067",171169,"Mk10",1504738428,"Argos","B",35.3137,-73.8138,55711,631393,4915,109,NA,NA,NA,NA,NA,"","22:53:48 06-Sep-2017"
"ZcTag067",171169,"Mk10",1504771771,"Argos","0",35.4907,-74.8094,16289,810623,327,77,NA,NA,NA,NA,NA,"","08:09:31 07-Sep-2017"
"ZcTag067",171169,"Mk10",1504778200,"Argos","1",35.5532,-74.6944,720,2904,178,121,NA,NA,NA,NA,NA,"","09:56:40 07-Sep-2017"
"ZcTag067",171169,"Mk10",1504783366,"Argos","2",35.504,-74.6802,421,1489,119,10,NA,NA,NA,NA,NA,"","11:22:46 07-Sep-2017"
"ZcTag067",171169,"Mk10",1504784783,"Argos","B",35.7938,-74.9639,3467,83146,144,119,NA,NA,NA,NA,NA,"","11:46:23 07-Sep-2017"
"ZcTag067",171169,"Mk10",1504784791,"Argos","Z",35.3597,-74.7556,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","11:46:31 07-Sep-2017"
"ZcTag067",171169,"Mk10",1504799432,"Argos","B",35.6017,-74.8225,6672,281734,158,143,NA,NA,NA,NA,NA,"","15:50:32 07-Sep-2017"
"ZcTag067",171169,"Mk10",1504812799,"Argos","B",35.4787,-74.913,2350,27992,197,106,NA,NA,NA,NA,NA,"","19:33:19 07-Sep-2017"
"ZcTag067",171169,"Mk10",1504819189,"Argos","A",35.4062,-74.928,53943,597882,4866,58,NA,NA,NA,NA,NA,"","21:19:49 07-Sep-2017"
"ZcTag067",171169,"Mk10",1504819189,"Argos","0",35.2817,-74.7486,13605,120042,1541,18,NA,NA,NA,NA,NA,"","21:19:49 07-Sep-2017"
"ZcTag067",171169,"Mk10",1504825426,"Argos","0",35.4507,-74.7815,2075,64134,67,84,NA,NA,NA,NA,NA,"","23:03:46 07-Sep-2017"
"ZcTag067",171169,"Mk10",1504830607,"Argos","A",35.533,-74.8857,51099,NA,NA,NA,NA,NA,NA,NA,NA,"","00:30:07 08-Sep-2017"
"ZcTag067",171169,"Mk10",1504834164,"Argos","A",35.4448,-75.155,4869,129611,182,92,NA,NA,NA,NA,NA,"","01:29:24 08-Sep-2017"
"ZcTag067",171169,"Mk10",1504863184,"Argos","A",35.4638,-74.6718,5515,78739,386,121,NA,NA,NA,NA,NA,"","09:33:04 08-Sep-2017"
"ZcTag067",171169,"Mk10",1504869331,"Argos","B",35.2272,-74.4986,2304,58572,90,128,NA,NA,NA,NA,NA,"","11:15:31 08-Sep-2017"
"ZcTag067",171169,"Mk10",1504869373,"Argos","0",35.7262,-74.9763,36148,NA,NA,NA,NA,NA,NA,NA,NA,"","11:16:13 08-Sep-2017"
"ZcTag067",171169,"Mk10",1504869413,"Argos","0",35.5538,-74.7987,1519,8300,277,105,NA,NA,NA,NA,NA,"","11:16:53 08-Sep-2017"
"ZcTag067",171169,"Mk10",1504881934,"Argos","0",35.5372,-74.8203,5738,73398,448,103,NA,NA,NA,NA,NA,"","14:45:34 08-Sep-2017"
"ZcTag067",171169,"Mk10",1504898780,"Argos","1",35.4986,-74.6992,1436,5199,396,106,NA,NA,NA,NA,NA,"","19:26:20 08-Sep-2017"
"ZcTag067",171169,"Mk10",1504910455,"Argos","B",36.6265,-74.1848,156992,NA,NA,NA,NA,NA,NA,NA,NA,"","22:40:55 08-Sep-2017"
"ZcTag067",171169,"Mk10",1504922771,"Argos","0",35.4761,-74.74,2677,25337,282,74,NA,NA,NA,NA,NA,"","02:06:11 09-Sep-2017"
"ZcTag067",171169,"Mk10",1504947796,"Argos","B",35.3709,-74.7575,6559,160287,268,53,NA,NA,NA,NA,NA,"","09:03:16 09-Sep-2017"
"ZcTag067",171169,"Mk10",1504954942,"Argos","B",35.0714,-74.3857,12730,517443,313,114,NA,NA,NA,NA,NA,"","11:02:22 09-Sep-2017"
"ZcTag067",171169,"Mk10",1504960302,"Argos","1",35.4155,-74.8263,932,2861,303,86,NA,NA,NA,NA,NA,"","12:31:42 09-Sep-2017"
"ZcTag067",171169,"Mk10",1504960463,"Argos","B",35.9073,-77.0144,35017,438411,2796,59,NA,NA,NA,NA,NA,"","12:34:23 09-Sep-2017"
"ZcTag067",171169,"Mk10",1504975974,"Argos","B",35.4965,-75.118,14431,675299,308,106,NA,NA,NA,NA,NA,"","16:52:54 09-Sep-2017"
"ZcTag067",171169,"Mk10",1504990531,"Argos","1",29.9503,-100.6029,913,4655,179,120,NA,NA,NA,NA,NA,"Lat > 4 deviations from mean","20:55:31 09-Sep-2017"
"ZcTag067",171169,"Mk10",1504995869,"Argos","0",35.5447,-74.5654,3825,8979,1629,117,NA,NA,NA,NA,NA,"","22:24:29 09-Sep-2017"
"ZcTag067",171169,"Mk10",1505000934,"Argos","A",35.4655,-74.7868,4482,11594,1732,115,NA,NA,NA,NA,NA,"","23:48:54 09-Sep-2017"
"ZcTag067",171169,"Mk10",1505001965,"Argos","B",35.459,-74.7916,7619,97933,592,73,NA,NA,NA,NA,NA,"","00:06:05 10-Sep-2017"
"ZcTag067",171169,"Mk10",1505004579,"Argos","1",35.4308,-74.7845,732,1672,320,33,NA,NA,NA,NA,NA,"","00:49:39 10-Sep-2017"
"ZcTag067",171169,"Mk10",1505010959,"Argos","Z",35.7568,-75.0675,560910,NA,NA,NA,NA,NA,NA,NA,NA,"","02:35:59 10-Sep-2017"
"ZcTag067",171169,"Mk10",1505028961,"Argos","B",35.3456,-74.8063,14166,227381,882,68,NA,NA,NA,NA,NA,"","07:36:01 10-Sep-2017"
