"DeployID","Ptt","Instr","Date","Type","Quality","Latitude","Longitude","Error.radius","Error.Semi.major.axis","Error.Semi.minor.axis","Error.Ellipse.orientation","Offset","Offset.orientation","GPE.MSD","GPE.U","Count","Comment","originaldate"
"ZcTag068",171947,"Mk10",1504549699,"Argos","0",43.5745,-31.7598,7874,128840,481,99,NA,NA,NA,NA,NA,"","18:28:19 04-Sep-2017"
"ZcTag068",171947,"Mk10",1504563040,"Argos","0",28.6469,-40.309,4555,28073,739,55,NA,NA,NA,NA,NA,"","22:10:40 04-Sep-2017"
"ZcTag068",171947,"Mk10",1504564583,"Argos","1",35.5396,-74.737,1458,12180,174,89,NA,NA,NA,NA,NA,"","22:36:23 04-Sep-2017"
"ZcTag068",171947,"Mk10",1504567247,"Argos","0",35.5195,-74.7073,2633,19386,357,42,NA,NA,NA,NA,NA,"","23:20:47 04-Sep-2017"
"ZcTag068",171947,"Mk10",1504570509,"Argos","B",35.1505,-74.5838,1030,7629,139,84,NA,NA,NA,NA,NA,"","00:15:09 05-Sep-2017"
"ZcTag068",171947,"Mk10",1504600284,"Argos","Z",35.5438,-75.8786,311296,NA,NA,NA,NA,NA,NA,NA,NA,"","08:31:24 05-Sep-2017"
"ZcTag068",171947,"Mk10",1504606483,"Argos","B",35.6648,-74.0783,475046,NA,NA,NA,NA,NA,NA,NA,NA,"","10:14:43 05-Sep-2017"
"ZcTag068",171947,"Mk10",1504614567,"Argos","0",35.3246,-73.7452,3784,62247,230,122,NA,NA,NA,NA,NA,"","12:29:27 05-Sep-2017"
"ZcTag068",171947,"Mk10",1504620332,"Argos","B",35.854,-74.8246,4233,201514,88,59,NA,NA,NA,NA,NA,"","14:05:32 05-Sep-2017"
"ZcTag068",171947,"Mk10",1504658200,"Argos","B",35.486,-74.0121,991,13066,75,48,NA,NA,NA,NA,NA,"","00:36:40 06-Sep-2017"
"ZcTag068",171947,"Mk10",1504688087,"Argos","A",35.362,-74.7274,7135,63374,803,173,NA,NA,NA,NA,NA,"","08:54:47 06-Sep-2017"
"ZcTag068",171947,"Mk10",1504697944,"Argos","Z",35.6255,-76.0794,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","11:39:04 06-Sep-2017"
"ZcTag068",171947,"Mk10",1504727213,"Argos","0",35.3303,-75.1591,9720,251802,375,76,NA,NA,NA,NA,NA,"","19:46:53 06-Sep-2017"
"ZcTag068",171947,"Mk10",1504738411,"Argos","B",35.1571,-75.3572,36401,NA,NA,NA,NA,NA,NA,NA,NA,"","22:53:31 06-Sep-2017"
