"DeployID","Ptt","Instr","Date","Type","Quality","Latitude","Longitude","Error.radius","Error.Semi.major.axis","Error.Semi.minor.axis","Error.Ellipse.orientation","Offset","Offset.orientation","GPE.MSD","GPE.U","Count","Comment","originaldate"
"ZcTag070",171948,"Mk10",1527329091,"Argos","0",39.084,-92.065,4599,48337,437,99,NA,NA,NA,NA,NA,"","10:04:51 26-May-2018"
"ZcTag070",171948,"Mk10",1527332587,"Argos","1",35.5765,-74.8509,1162,8784,153,63,NA,NA,NA,NA,NA,"","11:03:07 26-May-2018"
"ZcTag070",171948,"Mk10",1527338508,"Argos","0",35.4591,-74.6237,1823,15679,212,79,NA,NA,NA,NA,NA,"","12:41:48 26-May-2018"
"ZcTag070",171948,"Mk10",1527343868,"Argos","0",35.4086,-74.8114,2074,29607,145,109,NA,NA,NA,NA,NA,"","14:11:08 26-May-2018"
"ZcTag070",171948,"Mk10",1527384610,"Argos","1",35.4876,-74.718,1310,20694,82,61,NA,NA,NA,NA,NA,"","01:30:10 27-May-2018"
"ZcTag070",171948,"Mk10",1527429009,"Argos","B",35.3875,-74.8879,954,13583,67,126,NA,NA,NA,NA,NA,"","13:50:09 27-May-2018"
"ZcTag070",171948,"Mk10",1527432468,"Argos","1",35.4944,-74.7186,917,18328,45,98,NA,NA,NA,NA,NA,"","14:47:48 27-May-2018"
"ZcTag070",171948,"Mk10",1527464775,"Argos","B",35.4896,-74.6315,8998,127971,632,115,NA,NA,NA,NA,NA,"","23:46:15 27-May-2018"
"ZcTag070",171948,"Mk10",1527466951,"Argos","A",35.4317,-74.7803,93503,NA,NA,NA,NA,NA,NA,NA,NA,"","00:22:31 28-May-2018"
"ZcTag070",171948,"Mk10",1527501765,"Argos","0",35.6055,-74.9018,6657,181050,244,64,NA,NA,NA,NA,NA,"","10:02:45 28-May-2018"
"ZcTag070",171948,"Mk10",1527509097,"Argos","B",36.0462,-77.1604,6275,172443,228,125,NA,NA,NA,NA,NA,"","12:04:57 28-May-2018"
"ZcTag070",171948,"Mk10",1527509929,"Argos","0",35.4948,-74.6795,10618,156682,719,73,NA,NA,NA,NA,NA,"","12:18:49 28-May-2018"
"ZcTag070",171948,"Mk10",1527535164,"Argos","0",35.2668,-74.9957,16022,395987,648,62,NA,NA,NA,NA,NA,"","19:19:24 28-May-2018"
