"DeployID","Ptt","Instr","Date","Type","Quality","Latitude","Longitude","Error.radius","Error.Semi.major.axis","Error.Semi.minor.axis","Error.Ellipse.orientation","Offset","Offset.orientation","GPE.MSD","GPE.U","Count","Comment","originaldate"
"ZcTag061",171931,"Mk10",1503019306,"Argos","1",35.6682,-74.6262,1183,2548,549,145,NA,NA,NA,NA,NA,"","01:21:46 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503021760,"Argos","Z",36.7696,-70.9813,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","02:02:40 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503025098,"Argos","B",35.3898,-75.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","02:58:18 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503039596,"Argos","Z",35.2916,-74.6712,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","06:59:56 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503046062,"Argos","0",35.4257,-74.4809,6266,73396,534,164,NA,NA,NA,NA,NA,"","08:47:42 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503051683,"Argos","B",35.7821,-74.9482,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","10:21:23 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503051699,"Argos","Z",38.3546,-93.3233,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lat > 4 deviations from mean","10:21:39 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503057204,"Argos","0",35.5626,-74.7221,3658,28628,467,121,NA,NA,NA,NA,NA,"","11:53:24 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503060398,"Argos","0",35.6935,-74.6103,23314,239103,2273,169,NA,NA,NA,NA,NA,"","12:46:38 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503072194,"Argos","0",35.2589,-73.7784,7797,153429,396,120,NA,NA,NA,NA,NA,"","16:03:14 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503080648,"Argos","0",35.1753,-74.4633,4888,46159,517,20,NA,NA,NA,NA,NA,"","18:24:08 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503092370,"Argos","A",35.9294,-74.5876,9424,126901,699,115,NA,NA,NA,NA,NA,"","21:39:30 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503097893,"Argos","B",35.8021,-76.7598,3916,45240,338,130,NA,NA,NA,NA,NA,"","23:11:33 18-Aug-2017"
"ZcTag061",171931,"Mk10",1503101791,"Argos","B",36.013,-74.9345,2045,30140,138,154,NA,NA,NA,NA,NA,"","00:16:31 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503104050,"Argos","B",35.5986,-74.0765,6326,340838,117,48,NA,NA,NA,NA,NA,"","00:54:10 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503107086,"Argos","A",35.406,-75.2114,12063,773979,188,82,NA,NA,NA,NA,NA,"","01:44:46 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503110716,"Argos","B",35.9218,-75.7037,31759,NA,NA,NA,NA,NA,NA,NA,NA,"","02:45:16 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503136529,"Argos","1",35.5969,-74.6494,542,1019,288,22,NA,NA,NA,NA,NA,"","09:55:29 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503141441,"Argos","0",35.6067,-74.574,18408,124753,2716,134,NA,NA,NA,NA,NA,"","11:17:21 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503143089,"Argos","0",35.5376,-74.729,9870,166961,583,84,NA,NA,NA,NA,NA,"","11:44:49 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503151515,"Argos","0",35.7529,-74.7912,3399,30159,383,110,NA,NA,NA,NA,NA,"","14:05:15 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503166623,"Argos","A",36.0052,-74.8228,59480,NA,NA,NA,NA,NA,NA,NA,NA,"","18:17:03 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503180349,"Argos","0",35.8157,-75.4383,73691,NA,NA,NA,NA,NA,NA,NA,NA,"","22:05:49 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503182054,"Argos","0",35.5396,-74.8305,5515,111305,273,74,NA,NA,NA,NA,NA,"","22:34:14 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503186891,"Argos","0",36.9392,-86.3859,79824,NA,NA,NA,NA,NA,NA,NA,NA,"","23:54:51 19-Aug-2017"
"ZcTag061",171931,"Mk10",1503190279,"Argos","0",35.547,-74.418,51628,NA,NA,NA,NA,NA,NA,NA,NA,"","00:51:19 20-Aug-2017"
"ZcTag061",171931,"Mk10",1503192643,"Argos","Z",35.5289,-74.8304,445714,NA,NA,NA,NA,NA,NA,NA,NA,"","01:30:43 20-Aug-2017"
"ZcTag061",171931,"Mk10",1503217224,"Argos","0",35.5475,-74.7148,2107,30417,146,82,NA,NA,NA,NA,NA,"","08:20:24 20-Aug-2017"
"ZcTag061",171931,"Mk10",1503226538,"Argos","0",35.4566,-74.7074,2837,49634,162,87,NA,NA,NA,NA,NA,"","10:55:38 20-Aug-2017"
"ZcTag061",171931,"Mk10",1503232565,"Argos","0",35.3527,-74.7824,4722,128270,173,104,NA,NA,NA,NA,NA,"","12:36:05 20-Aug-2017"
"ZcTag061",171931,"Mk10",1503236762,"Argos","A",35.5791,-74.6351,352,3877,31,93,NA,NA,NA,NA,NA,"","13:46:02 20-Aug-2017"
"ZcTag061",171931,"Mk10",1503243038,"Argos","0",35.3072,-74.7717,3676,78673,171,85,NA,NA,NA,NA,NA,"","15:30:38 20-Aug-2017"
"ZcTag061",171931,"Mk10",1503264218,"Argos","A",34.9337,-74.9644,57888,NA,NA,NA,NA,NA,NA,NA,NA,"","21:23:38 20-Aug-2017"
"ZcTag061",171931,"Mk10",1503265319,"Argos","Z",35.1968,-74.4939,697280,NA,NA,NA,NA,NA,NA,NA,NA,"","21:41:59 20-Aug-2017"
"ZcTag061",171931,"Mk10",1503271166,"Argos","0",35.3505,-74.528,6435,57012,726,91,NA,NA,NA,NA,NA,"","23:19:26 20-Aug-2017"
"ZcTag061",171931,"Mk10",1503275451,"Argos","0",35.5929,-73.6805,22533,790516,642,68,NA,NA,NA,NA,NA,"","00:30:51 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503276963,"Argos","B",35.5673,-73.9369,7942,176911,356,129,NA,NA,NA,NA,NA,"","00:56:03 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503280434,"Argos","Z",35.8053,-78.3297,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","01:53:54 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503283205,"Argos","A",36.2636,-72.9027,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","02:40:05 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503302653,"Argos","0",35.4672,-75.5175,9285,176226,489,84,NA,NA,NA,NA,NA,"","08:04:13 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503309138,"Argos","Z",35.4078,-74.4854,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","09:52:18 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503317391,"Argos","0",35.3148,-74.8603,3325,55607,198,113,NA,NA,NA,NA,NA,"","12:09:51 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503317414,"Argos","B",34.8407,-73.8742,240373,NA,NA,NA,NA,NA,NA,NA,NA,"","12:10:14 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503322194,"Argos","Z",34.9896,-74.857,506395,NA,NA,NA,NA,NA,NA,NA,NA,"","13:29:54 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503333735,"Argos","B",35.4441,-73.934,370577,NA,NA,NA,NA,NA,NA,NA,NA,"","16:42:15 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503343711,"Argos","0",35.1368,-75.3341,4597,85166,248,83,NA,NA,NA,NA,NA,"","19:28:31 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503355691,"Argos","A",36.0083,-74.4956,2856,46627,174,20,NA,NA,NA,NA,NA,"","22:48:11 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503355737,"Argos","2",31.8545,-57.7234,256,732,89,141,NA,NA,NA,NA,NA,"Lat > 4 deviations from mean","22:48:57 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503355737,"Argos","2",31.8545,-57.7234,256,732,89,141,NA,NA,NA,NA,NA,"Lat > 4 deviations from mean","22:48:57 21-Aug-2017"
"ZcTag061",171931,"Mk10",1503361622,"Argos","Z",35.3005,-74.3534,183397,NA,NA,NA,NA,NA,NA,NA,NA,"","00:27:02 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503361630,"Argos","0",35.3236,-74.8785,5519,44004,692,32,NA,NA,NA,NA,NA,"","00:27:10 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503362397,"Argos","B",35.2336,-75.2983,10171,625845,165,109,NA,NA,NA,NA,NA,"","00:39:57 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503368745,"Argos","1",35.2976,-74.793,977,3779,252,60,NA,NA,NA,NA,NA,"","02:25:45 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503394253,"Argos","Z",34.7135,-74.0633,477418,NA,NA,NA,NA,NA,NA,NA,NA,"","09:30:53 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503402372,"Argos","Z",35.1601,-73.7067,570030,NA,NA,NA,NA,NA,NA,NA,NA,"","11:46:12 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503402372,"Argos","0",35.7041,-74.8394,5932,153344,229,98,NA,NA,NA,NA,NA,"","11:46:12 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503406470,"Argos","Z",34.2372,-75.7519,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lat > 4 deviations from mean","12:54:30 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503429635,"Argos","0",35.4647,-74.757,3015,19487,466,106,NA,NA,NA,NA,NA,"","19:20:35 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503435731,"Argos","0",35.333,-74.8942,5163,65427,407,60,NA,NA,NA,NA,NA,"","21:02:11 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503436682,"Argos","0",35.3259,-74.8571,30478,698858,1329,60,NA,NA,NA,NA,NA,"","21:18:02 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503446376,"Argos","0",35.3192,-74.8403,6918,216246,221,89,NA,NA,NA,NA,NA,"","23:59:36 22-Aug-2017"
"ZcTag061",171931,"Mk10",1503447204,"Argos","0",35.3471,-74.8221,8192,166514,403,74,NA,NA,NA,NA,NA,"","00:13:24 23-Aug-2017"
"ZcTag061",171931,"Mk10",1503474209,"Argos","0",35.5059,-74.6319,2812,17054,463,136,NA,NA,NA,NA,NA,"","07:43:29 23-Aug-2017"
"ZcTag061",171931,"Mk10",1503487460,"Argos","B",34.8394,-75.1926,32582,NA,NA,NA,NA,NA,NA,NA,NA,"","11:24:20 23-Aug-2017"
"ZcTag061",171931,"Mk10",1503515568,"Argos","0",35.2733,-75.4093,14610,464435,459,50,NA,NA,NA,NA,NA,"","19:12:48 23-Aug-2017"
"ZcTag061",171931,"Mk10",1503521149,"Argos","0",35.324,-74.4633,7380,67353,808,83,NA,NA,NA,NA,NA,"","20:45:49 23-Aug-2017"
"ZcTag061",171931,"Mk10",1503527763,"Argos","B",35.404,-74.836,10205,370613,281,72,NA,NA,NA,NA,NA,"","22:36:03 23-Aug-2017"
"ZcTag061",171931,"Mk10",1503532904,"Argos","A",35.3746,-74.9799,50513,NA,NA,NA,NA,NA,NA,NA,NA,"","00:01:44 24-Aug-2017"
"ZcTag061",171931,"Mk10",1503532904,"Argos","Z",34.5427,-74.7825,347457,NA,NA,NA,NA,NA,NA,NA,NA,"","00:01:44 24-Aug-2017"
"ZcTag061",171931,"Mk10",1503533878,"Argos","B",35.4245,-74.9335,49279,NA,NA,NA,NA,NA,NA,NA,NA,"","00:17:58 24-Aug-2017"
"ZcTag061",171931,"Mk10",1503538872,"Argos","0",35.4137,-74.7384,5709,178653,182,82,NA,NA,NA,NA,NA,"","01:41:12 24-Aug-2017"
"ZcTag061",171931,"Mk10",1503542323,"Argos","B",35.4428,-74.7058,710,8144,61,97,NA,NA,NA,NA,NA,"","02:38:43 24-Aug-2017"
"ZcTag061",171931,"Mk10",1503565098,"Argos","0",35.3158,-74.7873,11067,180313,679,45,NA,NA,NA,NA,NA,"","08:58:18 24-Aug-2017"
