"DeployID","Ptt","Instr","Date","Type","Quality","Latitude","Longitude","Error.radius","Error.Semi.major.axis","Error.Semi.minor.axis","Error.Ellipse.orientation","Offset","Offset.orientation","GPE.MSD","GPE.U","Count","Comment","originaldate"
"ZcTag111_DUML",201584,"Mk10",1597096671,"Argos","1",35.509,-74.7128,986,3539,274,36,NA,NA,NA,NA,NA,"","21:57:51 10-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597100787,"Argos","1",35.516,-74.7451,736,5720,94,81,NA,NA,NA,NA,NA,"","23:06:27 10-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597102825,"Argos","0",35.4869,-74.7575,2289,9743,537,80,NA,NA,NA,NA,NA,"","23:40:25 10-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597102825,"Argos","0",35.4869,-74.747,2051,9315,451,82,NA,NA,NA,NA,NA,"","23:40:25 10-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597103784,"Argos","0",35.497,-74.7163,1820,2730,1212,147,NA,NA,NA,NA,NA,"","23:56:24 10-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597106765,"Argos","0",35.537,-74.7438,5320,34430,822,69,NA,NA,NA,NA,NA,"","00:46:05 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597107225,"Argos","0",35.5198,-74.7474,2352,9258,597,67,NA,NA,NA,NA,NA,"","00:53:45 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597108372,"Argos","2",35.5132,-74.7083,482,5462,42,78,NA,NA,NA,NA,NA,"","01:12:52 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597109373,"Argos","B",35.5127,-74.7131,1797,2376,1359,85,NA,NA,NA,NA,NA,"","01:29:33 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597113202,"Argos","0",35.5473,-74.6699,2451,30218,198,98,NA,NA,NA,NA,NA,"","02:33:22 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597115537,"Argos","0",35.5093,-74.7363,2017,13754,295,119,NA,NA,NA,NA,NA,"","03:12:17 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597115917,"Argos","B",35.5084,-74.7384,1834,4124,815,116,NA,NA,NA,NA,NA,"","03:18:37 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597142599,"Argos","0",35.5418,-74.8906,3809,44288,327,76,NA,NA,NA,NA,NA,"","10:43:19 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597142704,"Argos","B",35.5487,-74.8589,3124,28603,341,76,NA,NA,NA,NA,NA,"","10:45:04 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597151237,"Argos","0",35.4263,-74.8266,18497,65059,5258,75,NA,NA,NA,NA,NA,"","13:07:17 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597152752,"Argos","0",35.6479,-74.7481,3292,49766,217,86,NA,NA,NA,NA,NA,"","13:32:32 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597154247,"Argos","1",35.6458,-74.7385,1456,11108,190,83,NA,NA,NA,NA,NA,"","13:57:27 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597160419,"Argos","0",35.6665,-74.5588,1511,13337,171,102,NA,NA,NA,NA,NA,"","15:40:19 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597160452,"Argos","2",35.6761,-74.7006,355,966,130,47,NA,NA,NA,NA,NA,"","15:40:52 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597177884,"Argos","B",35.6336,-74.6872,2984,3656,2434,163,NA,NA,NA,NA,NA,"","20:31:24 11-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597191812,"Argos","A",35.5397,-74.5699,5228,12329,2217,108,NA,NA,NA,NA,NA,"","00:23:32 12-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597193318,"Argos","B",35.5724,-74.6347,5178,23063,1162,108,NA,NA,NA,NA,NA,"","00:48:38 12-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597193386,"Argos","0",35.5136,-74.7253,1770,7420,422,106,NA,NA,NA,NA,NA,"","00:49:46 12-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597197997,"Argos","B",35.5171,-74.7225,5142,9304,2841,95,NA,NA,NA,NA,NA,"","02:06:37 12-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597201235,"Argos","0",35.5086,-74.6809,3451,33478,355,93,NA,NA,NA,NA,NA,"","03:00:35 12-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597201461,"Argos","1",35.5003,-74.7533,855,1779,411,173,NA,NA,NA,NA,NA,"","03:04:21 12-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597228237,"Argos","0",35.6123,-74.804,3597,16991,761,68,NA,NA,NA,NA,NA,"","10:30:37 12-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597229798,"Argos","0",35.6674,-74.5824,1724,3771,788,24,NA,NA,NA,NA,NA,"","10:56:38 12-Aug-2020"
"ZcTag111_DUML",201584,"Mk10",1597233775,"Argos","B",35.6193,-74.6366,3288,5809,1860,82,NA,NA,NA,NA,NA,"","12:02:55 12-Aug-2020"
