 12669.74	1.57	cee
 12695.06	1.24	cee
 12720.10	1.44	cee
 12744.70	1.86	cee
 12769.90	1.90	cee
 12794.80	1.73	cee
 12819.77	2.08	cee
 12844.77	2.08	cee
 12869.80	1.96	cee
 12894.79	1.90	cee
 12919.77	1.94	cee
 12944.76	2.21	cee
 12969.84	2.19	cee
 12994.78	2.39	cee
 13019.83	1.96	cee
 13044.77	2.21	cee
 13069.78	2.02	cee
 13094.78	2.02	cee
 13119.80	2.25	cee
 13144.83	2.02	cee
 13169.81	2.62	cee
 13194.86	2.70	cee
 13219.78	2.48	cee
 13244.77	2.68	cee
 13269.77	2.75	cee
 13294.83	2.48	cee
 13319.84	2.52	cee
 13344.80	2.79	cee
 13369.87	1.96	cee
 13394.89	2.44	cee
