 7215.70	1.72	cee
 7240.78	1.54	cee
 7265.54	1.25	cee
 7290.79	1.42	cee
 7315.73	1.66	cee
 7340.81	1.66	cee
 7365.65	1.84	cee
 7390.70	1.72	cee
 7415.66	2.37	cee
 7440.72	1.78	cee
 7466.15	2.37	cee
 7490.79	1.84	cee
 7515.81	1.84	cee
 7540.71	2.73	cee
 7565.65	2.91	cee
 7590.78	2.02	cee
 7615.84	2.49	cee
 7640.86	2.67	cee
 7665.94	2.76	cee
 7690.99	3.32	cee
 7715.95	2.67	cee
 7740.94	2.79	cee
 7766.02	2.91	cee
 7791.02	3.20	cee
 7816.04	2.91	cee
 7841.24	3.26	cee
 7866.23	3.14	cee
 7891.25	3.08	cee
 7916.30	3.50	cee
 7941.20	3.44	cee
 7966.26	3.32	cee
 7991.40	4.27	cee
 8016.42	3.56	cee
 8041.41	3.91	cee
 8066.55	3.50	cee
 8091.54	3.38	cee
 8116.74	2.96	cee
 8141.70	2.64	cee
 8166.75	3.02	cee
 8191.77	2.91	cee
 8216.89	3.08	cee
 8241.96	3.08	cee
 8267.02	2.96	cee
 8291.98	2.73	cee
 8317.18	2.67	cee
 8342.17	3.02	cee
 8367.19	2.96	cee
 8392.30	2.91	cee
 8417.26	2.91	cee
 8442.32	2.96	cee
 8467.34	3.20	cee
 8492.59	2.67	cee
 8517.53	3.08	cee
 8542.55	3.26	cee
 8567.60	2.73	cee
 8592.62	2.73	cee
 8617.70	2.64	cee
 8642.69	3.08	cee
 8667.77	2.67	cee
 8692.89	3.02	cee
 8717.79	3.26	cee
 8742.90	3.26	cee
 8767.92	3.14	cee
 8793.00	1.96	cee
 8817.93	2.79	cee
 8843.01	2.85	cee
 8868.12	2.96	cee
 8893.08	3.44	cee
 8918.14	2.79	cee
 8943.22	2.85	cee
