 8244.12	1.58	cee
 8268.97	1.55	cee
 8293.86	1.58	cee
 8318.98	1.53	cee
 8343.99	1.41	cee
 8369.06	1.29	cee
 8393.99	1.49	cee
 8418.82	1.49	cee
 8443.86	1.46	cee
 8468.79	1.63	cee
 8493.74	1.88	cee
 8518.72	1.72	cee
 8543.90	1.52	cee
 8568.77	1.69	cee
 8593.72	1.52	cee
 8618.57	1.18	cee
 8668.69	1.18	cee
 8694.41	1.15	cee
 8718.66	1.66	cee
 8743.81	1.27	cee
 8768.65	1.27	cee
 8793.80	1.32	cee
 8818.76	1.63	cee
 8843.73	1.66	cee
 8868.64	1.58	cee
 8893.87	1.35	cee
 8918.88	1.58	cee
 8943.66	1.49	cee
 8968.78	1.32	cee
 8993.94	1.43	cee
 9018.77	1.52	cee
 9043.73	1.77	cee
 9068.91	1.35	cee
 9094.09	1.32	cee
 9118.98	0.93	cee
 9144.13	0.98	cee
 9169.03	1.77	cee
 9194.15	1.63	cee
 9219.53	1.38	cee
 9244.51	1.21	cee
 9269.43	1.27	cee
 9294.39	1.43	cee
 9319.45	1.97	cee
 9344.38	1.21	cee
 9369.47	1.55	cee
 9394.43	1.80	cee
 9419.55	1.58	cee
 9444.59	2.19	cee
 9469.77	1.66	cee
 9494.55	1.49	cee
 9519.90	1.91	cee
 9544.96	1.41	cee
 9569.72	1.91	cee
 9594.87	1.55	cee
 9619.88	2.05	cee
 9644.95	1.77	cee
 9670.07	1.77	cee
 9695.22	1.55	cee
 9720.37	1.32	cee
 9745.40	1.46	cee
 9770.28	1.63	cee
 9795.17	2.00	cee
 9820.24	1.77	cee
 9845.33	1.86	cee
 9870.35	1.86	cee
 9895.49	1.77	cee
